BLUE ALLIANCE API,Unnamed: 1,Unnamed: 2,Unnamed: 3,"A L L I A N C E   T O T A L S   ( A ) ,   T E A M   T O T A L S   ( T ) ,   A N D   C O N T R I B U T I O N   P E R C E N T A G E S   ( P )",Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,D E F E N S E   F A C T O R S,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
Name,Rank,Team,RP,avescoreA,avescoreT,avescoreP,aveampA,aveampT,aveampP,avespkrA,avespkrT,avespkrP,avetrapA,avetrapT,avetrapP,avenotesA,avenotesT,avenotesP,avestageA,avestageT,avestageP,aveAampT,aveAspkrT,aveAtrapT,aveTampT,aveTspkrT,aveTtrapT,D3Diff,D2Diff,D1Diff,D0Diff,A3Diff,A2Diff,A1Diff,A0Diff
rankings,3,frc3339,4320,68.25,39.8,0.5831501831501831,4.25,1,0.23529411764705882,16.25,11.25,0.6923076923076923,0.25,0,0,20.5,12.25,0.5975609756097561,4.25,1.25,0.29411764705882354,0,3.75,0,1,7.5,0,0,0,0,0,10.933333333333332,0,1.6000000000000014,-6.2666666666666675
rankings,4,frc1942,3888,62.25,24.75,0.39759036144578314,4.25,1.5,0.35294117647058826,14.75,8,0.5423728813559322,0.25,0,0,19,9.5,0.5,5,0.75,0.15,0,0.5,0,1.5,7.5,0,0,0,0,0,0,0,8.666666666666668,-4.333333333333334
rankings,12,frc6738,2736,43.333333333333336,27.333333333333332,0.6307692307692307,2,0,0,11.333333333333332,8,0.7058823529411765,0,0,0,13.333333333333334,8,0.6,3,2,0.6666666666666666,0,2.3333333333333335,0,0,5.666666666666667,0,0,0,0,0,0,0,0,0
rankings,1,frc1690,5328,84,41.628571428571426,0.495578231292517,6.666666666666667,4.666666666666667,0.7000000000000001,15,7.666666666666667,0.5111111111111112,0.3333333333333333,0,0,21.666666666666668,12.333333333333334,0.5692307692307692,9,3,0.3333333333333333,0,3,0,4.666666666666667,4.666666666666667,0,-15.042857142857141,0,0,7.5214285714285705,0,0,9.985714285714284,-4.992857142857142
rankings,6,frc5715,3168,51.666666666666664,20.38095238095238,0.3944700460829493,2.3333333333333335,0.3333333333333333,0.14285714285714285,12.333333333333332,5.666666666666667,0.45945945945945954,0,0,0,14.666666666666666,6,0.4090909090909091,4,1.6666666666666667,0.4166666666666667,0,1,0,0.3333333333333333,4.666666666666667,0,0,0,0,0,0,0,0,0
rankings,21,frc3316,2016,33.666666666666664,16.2,0.4811881188118812,1,0,0,9.333333333333334,5.333333333333333,0.5714285714285714,0.3333333333333333,0,0,10.333333333333334,5.333333333333333,0.5161290322580645,4.333333333333333,0.6666666666666666,0.15384615384615385,0,1,0,0,4.333333333333333,0,0,0,0,-5.921189464667501e-16,0,0,-4.300000000000001,8.6
rankings,8,frc1577,2880,66,30.125,0.4564393939393939,6.333333333333333,2.6666666666666665,0.42105263157894735,9,5,0.5555555555555556,0,0,0,15.333333333333334,7.666666666666667,0.5,4.666666666666667,1.6666666666666667,0.35714285714285715,1.3333333333333333,3.3333333333333335,0,1.3333333333333333,1.6666666666666667,0,0,0,-11.6875,5.84375,0,0,4.34375,-8.6875
rankings,10,frc5654,2736,42,17,0.40476190476190477,3.3333333333333335,0.6666666666666666,0.19999999999999998,8.333333333333334,5,0.6,0.3333333333333333,0,0,11.666666666666666,5.666666666666667,0.48571428571428577,6,2.3333333333333335,0.3888888888888889,0,0.6666666666666666,0,0.6666666666666666,4.333333333333333,0,0,0,0,0,0,0,0,0
rankings,28,frc2630,1440,34.333333333333336,18.833333333333332,0.5485436893203883,2,2,1,9.666666666666668,4.666666666666666,0.482758620689655,0,0,0,11.666666666666666,6.666666666666667,0.5714285714285715,2.3333333333333335,0.3333333333333333,0.14285714285714285,0,2,0,2,2.6666666666666665,0,0,9.25,0,-4.625,0,0,0,0
rankings,5,frc5951,3456,59.5,23.35,0.392436974789916,5.5,3.25,0.5909090909090909,11.25,4.5,0.4,0,0,0,16.75,7.75,0.4626865671641791,3.5,0.5,0.14285714285714285,0,2.5,0,3.25,2,0,0,-4.466666666666667,0,1.4888888888888896,0,0,6.466666666666667,-2.155555555555555
rankings,2,frc1574,4464,60.5,21.333333333333332,0.3526170798898071,3,1.75,0.5833333333333334,12,4.25,0.3541666666666667,0.5,0.25,0.5,15,6.25,0.4166666666666667,7.25,2.25,0.3103448275862069,0,1.5,0,1.75,2.75,0.25,0,0,-0.44444444444444464,0.44444444444444464,0,0,0,0.22222222222222232
rankings,9,frc6740,2736,61.75,21.231250000000003,0.34382591093117415,7.25,4.5,0.6206896551724138,13.25,4.25,0.32075471698113206,0,0,0,20.5,8.75,0.4268292682926829,1.5,0.75,0.5,0,1,0,4.5,3.25,0,0,0,0,4.440892098500626e-16,0,0,-4.541666666666666,13.625
rankings,14,frc3065,2304,57,14.907051282051281,0.26152721547458385,4.75,0,0,11.25,3.75,0.3333333333333333,0,0,0,16,3.75,0.234375,2.75,1,0.36363636363636365,0,0.75,0,0,3,0,-10.876068376068375,-4.653846153846153,7.072649572649573,8.457264957264957,0,0,-4.653846153846153,1.551282051282052
rankings,20,frc2230,2016,28.5,13.5,0.47368421052631576,1,1.75,1.75,7,3,0.42857142857142855,0,0,0,8,4.75,0.59375,2.75,1.5,0.5454545454545454,0.5,0.75,0,1.25,2.25,0,0,0,0,0,0,0,6.333333333333334,-6.333333333333334
rankings,27,frc1576,1584,32.25,8.75,0.2713178294573643,2.5,0,0,5,2.75,0.55,0,0,0,7.5,2.75,0.36666666666666664,2.75,0.75,0.2727272727272727,0,0.25,0,0,2.5,0,-4.333333333333334,-7.666666666666667,0,16.333333333333332,0,0,0,-6.661338147750939e-16
rankings,13,frc5990,2592,34.75,14.346153846153847,0.41283895960154954,4.75,3.5,0.7368421052631579,6.25,2.5,0.4,0,0,0,11,6,0.5454545454545454,2.75,1.5,0.5454545454545454,0.25,0.25,0,3.25,2.25,0,0,0,8.538461538461538,-2.8461538461538467,0,0,1.8717948717948705,-0.623931623931624
rankings,7,frc4320,2880,46,13.575,0.2951086956521739,4.5,2,0.4444444444444444,6,2.25,0.375,0,0,0,10.5,4.25,0.40476190476190477,4,1.5,0.375,0,1,0,2,1.25,0,0,0,-3.0333333333333337,1.0111111111111113,0,0,1.0999999999999999,-1.0999999999999996
rankings,31,frc9740,1008,43.25,14.7875,0.34190751445086703,3,0,0,11,2.25,0.20454545454545456,0,0,0,14,2.25,0.16071428571428573,2.75,6.5,2.3636363636363638,0,0.25,0,0,2,0,-7.383333333333333,0,-3.5166666666666666,18.28333333333333,0,0,18.28333333333333,-5.449999999999999
rankings,24,frc9738,1872,38.666666666666664,11.666666666666666,0.3017241379310345,2.6666666666666665,1.6666666666666665,0.625,7,2,0.2857142857142857,0.3333333333333333,0,0,9.666666666666666,3.6666666666666665,0.3793103448275862,6.333333333333333,2,0.31578947368421056,0.3333333333333333,0.6666666666666666,0,1.3333333333333333,1.3333333333333333,0,0,0,-6,6,0,0,-6,6
rankings,16,frc3083,2160,44.75,8.5625,0.19134078212290503,5.75,0.5,0.08695652173913043,7.75,1.75,0.22580645161290322,0,0,0,13.5,2.25,0.16666666666666666,3.25,1.25,0.38461538461538464,0,0,0,0.5,1.75,0,0,0,0,0,0,0,0,0
rankings,11,frc3211,2736,42.75,5.769230769230769,0.1349527665317139,2.25,0.25,0.1111111111111111,9.75,1.75,0.1794871794871795,0,0,0,12,2,0.16666666666666666,2.75,0.25,0.09090909090909091,0,0.25,0,0.25,1.5,0,0,5.0256410256410255,0,-5.0256410256410255,0,0,0,0
rankings,23,frc7177,1872,27.25,9.875,0.3623853211009174,2.25,0,0,5.75,1.75,0.30434782608695654,0,0,0,8,1.75,0.21875,2,0.25,0.125,0,1,0,0,0.75,0,-3.5,0,0,1.1666666666666667,0,0,3.5,-3.5
rankings,22,frc4338,2016,33,10.666666666666666,0.3232323232323232,2,0.3333333333333333,0.16666666666666666,8.666666666666666,1.6666666666666665,0.1923076923076923,0,0,0,10.666666666666666,2,0.1875,2.6666666666666665,1.3333333333333333,0.5,0.3333333333333333,1.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,2,0,-1
rankings,29,frc5135,1440,34.75,3,0.08633093525179857,1.5,0,0,10.25,1,0.0975609756097561,0,0,0,11.75,1,0.0851063829787234,2.25,0.5,0.2222222222222222,0,0,0,0,1,0,0,0,0,1.3333333333333333,0,0,0,0.8888888888888888
rankings,17,frc8175,2160,33.75,5.5,0.16296296296296298,1.75,1.25,0.7142857142857143,7.5,0.75,0.1,0.25,0,0,9.25,2,0.21621621621621623,4.25,1.5,0.35294117647058826,0,0,0,1.25,0.75,0,-4,0,0,1.3333333333333333,0,0,0,0
rankings,19,frc1580,2016,44.333333333333336,2.9166666666666665,0.06578947368421052,3,0,0,13,0.6666666666666666,0.05128205128205128,0,0,0,16,0.6666666666666666,0.041666666666666664,1.3333333333333333,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,-0.3125,0,0,0,-0.3125
rankings,26,frc9303,1584,40.75,1.5,0.03680981595092025,3.75,0,0,6.25,0.5,0.08,0,0,0,10,0.5,0.05,4.25,0.5,0.11764705882352941,0,0,0,0,0.5,0,0,0,-1.3333333333333333,0.4444444444444446,0,0,0,1.1102230246251565e-16
rankings,30,frc2679,1440,36.25,4.5,0.12413793103448276,2.25,0.75,0.3333333333333333,6.75,0.25,0.037037037037037035,0.25,0,0,9,1,0.1111111111111111,4,1,0.25,0,0.25,0,0.75,0,0,-1,0.33333333333333337,0,1.6666666666666667,0,0,0,0
rankings,15,frc6230,2304,50,3,0.06,3.25,1,0.3076923076923077,9,0.25,0.027777777777777776,0.25,0,0,12.25,1.25,0.10204081632653061,5.25,0.25,0.047619047619047616,0,0.25,0,1,0,0,0,0,-1.3333333333333333,0.4444444444444446,0,0,0,1.1102230246251565e-16
rankings,18,frc7067,2016,39.25,6.75,0.17197452229299362,2.75,1.5,0.5454545454545454,8.25,0.25,0.030303030303030304,0.25,0,0,11,1.75,0.1590909090909091,5.75,2,0.34782608695652173,1,0.25,0,0.5,0,0,0,0,0,5.551115123125783e-17,0,-0.6666666666666666,0,0.2222222222222223
rankings,25,frc4319,1584,34,2.25,0.0661764705882353,3,1.25,0.4166666666666667,6.25,0,0,0,0,0,9.25,1.25,0.13513513513513514,2.25,0.25,0.1111111111111111,0.25,0,0,1,0,0,0,-1.3333333333333333,0,0.4444444444444444,0,2.6666666666666665,0,-0.8888888888888888
